text,label,source,rewrite
"Despite all the technological advances in orthodontics , orthodontic treatment still seems to involve some degree of discomfort and/or pain . Pain control during orthodontic therapy is of great concern to both orthodontists and patients . However , there has been limited research into controlling such pain . The purpose of this work was to assess patient-perceived pain following fixed orthodontic treatment and to evaluate the comparative analgesic efficacy of non-steroidal anti-inflammatory drugs for controlling pain . A total of 45patients about to undergo fixed appliance orthodontic treatment were enrolled in this double-blind prospective study . Patients were evenly and randomly distributed in a blinded manner to one of three groups as follows : paracetamol/acetaminophen 500mg thrice daily ; placebo in the form of empty capsules ; and etoricoxib 60mg once daily . Drug administration began 1h before initiating the bonding procedure and archwire placement , and given until the day3 . The pain perceived was recorded by the patients on a linear and graded Visual Analogue Scale at time intervals of 2h after insertion of the appliance ; 6h thereafter and again at nighttime of the same day of the appointment ; 24h later and on the 2nd day at nighttime ; 48h after the appointment and on day3 at nighttime . Our results revealed that moderately intense pain is associated with routine orthodontic treatment , and that the amount of pain individuals perceive varies widely . We observed statistically significant differences in the pain control among the three groups , and that etoricoxib 60mg proved most efficient . Etoricoxib 60mg is highly efficacious for controlling pain during fixed orthodontic appliance therapy .",1,Human_pubmed,"Even with the progress in orthodontic technology, patients often experience some level of discomfort or pain during treatment. Managing this pain is a key concern for both orthodontists and those undergoing care, yet studies on effective pain control remain limited. This study aimed to measure patient-reported pain after fixed orthodontic procedures and compare the pain-relieving effectiveness of non-steroidal anti-inflammatory drugs. In this double-blind prospective trial, 45 patients scheduled for fixed appliance treatment were included. They were randomly and evenly assigned in a blinded fashion to one of three groups: paracetamol/acetaminophen 500mg three times daily; placebo as empty capsules; or etoricoxib 60mg once daily. Medication started one hour before bonding and archwire placement and continued until day three. Patients recorded their pain using a linear, graded Visual Analogue Scale at intervals: 2 hours after appliance insertion; 6 hours later and that night; 24 hours later and the next night; and 48 hours after the appointment and on the third night. Findings indicated that routine orthodontic treatment involves moderately intense pain, with considerable variation in individual pain perception. Statistically significant differences in pain management were noted among the groups, with etoricoxib 60mg showing the highest efficacy. Etoricoxib 60mg is highly effective for pain control in fixed orthodontic therapy."
"The use of a video-assisted laryngoscope ( VL ) has been shown to reduce the time to achieve intubation with a double-lumen endobronchial tube ( DLT ) . As the blade of the VL is curved differently to a standard laryngoscope , the DLT must be angled into a hockey stick shape to fit properly . We conducted a study to establish which direction of angulation was best to facilitate correct positioning of the DLT when using a VL . We enrolled patients scheduled for thoracic surgery who required intubation with a DLT . They were prospectively randomized into one of two groups : those intubated with a DLT angled to conceal the tracheal orifice ( the tracheal orifice-covered , TOC ) group or the tracheal orifice-exposed ( TOE ) group . The composite primary outcome measures were time taken to intubate and the frequency of first-time success . The time taken to intubate was divided into : T1 , the time from mouth opening to visualization of the vocal cords with the VL ; and T2 , the time taken to advance the DLT through the cords until its tip lay within the trachea and three carbon dioxide waveforms had been detected by capnography . The hemodynamic responses to intubation and intubation-related adverse events were also recorded . Sixty-six patients completed the study , with 33 in each group . Total intubation time was significantly shorter in the TOC group ( mean 30.6 standard deviation 2.7 seconds versus 38.73.3 seconds , p < 0.0001 ) . T2 was also significantly shorter in the TOC group than the TOE group ( 27.22.5 seconds versus 34.93.0 seconds , p < 0.0001 ) . The severity of hoarseness on the first postoperative day and sore throat on the fourth postoperative day were significantly lower in the TOC group than the TOE group ( p = 0.02 and < 0.0001 , respectively ) . The hemodynamic responses to intubation were broadly similar between the groups . When placing a left-sided DLT using a VL , angling the bronchial lumen to a hockey stick shape that conceals the tracheal lumen saves time and ameliorates the severity of post-intubation complications . ClinicalTrials.gov Identifier : NCT01605591 .",1,Human_pubmed,"Video-assisted laryngoscopy (VL) shortens the time needed for double-lumen endobronchial tube (DLT) intubation. Because the VL blade has a distinct curvature compared to standard laryngoscopes, the DLT must be bent into a hockey-stick shape for proper placement. This study aimed to determine which angulation direction best facilitates correct DLT positioning with a VL. We included patients undergoing thoracic surgery who required DLT intubation. Participants were prospectively randomized into two groups: the tracheal orifice-covered (TOC) group, where the DLT was angled to hide the tracheal orifice, or the tracheal orifice-exposed (TOE) group. The primary outcomes were intubation duration and first-attempt success rate. Intubation time was split into T1 (mouth opening to vocal cord visualization with VL) and T2 (advancing the DLT through the cords until tracheal placement with three capnography waveforms). Hemodynamic responses and adverse events were also noted. Sixty-six patients finished the study, with 33 per group. Total intubation time was notably shorter in the TOC group (mean 30.6 ± 2.7 seconds vs. 38.7 ± 3.3 seconds, p < 0.0001). T2 was also significantly reduced in the TOC group compared to the TOE group (27.2 ± 2.5 seconds vs. 34.9 ± 3.0 seconds, p < 0.0001). Hoarseness severity on postoperative day one and sore throat on day four were lower in the TOC group (p = 0.02 and < 0.0001, respectively). Hemodynamic responses were largely similar between groups. When inserting a left-sided DLT using a VL, angling the bronchial lumen into a hockey-stick shape that covers the tracheal lumen reduces time and lessens post-intubation complication severity. ClinicalTrials.gov Identifier: NCT01605591."
"Episodes of patient deterioration on hospital units are expected to increasingly contribute to morbidity and healthcare costs . To determine if real-time alerts sent to the rapid response team ( RRT ) improved patient care . Randomized , controlled trial . Eight medicine units ( Barnes-Jewish Hospital ) . Five hundred seventy-one patients . Real-time alerts generated by a validated deterioration algorithm were sent real-time to the RRT ( intervention ) or hidden ( control ) . Intensive care unit ( ICU ) transfer , hospital mortality , hospital duration . ICU transfer ( 17.8 % vs 18.2 % ; odds ratio : 0.972 ; 95 % confidence interval [ CI ] : 0.635-1 .490 ) and hospital mortality ( 7.3 % vs 7.7 % ; odds ratio : 0.947 ; 95 % CI : 0.509-1 .764 ) were similar for the intervention and control groups . The number of patients requiring transfer to a nursing home or long-term acute care hospital was similar for patients in the intervention and control groups ( 26.9 % vs 26.3 % ; odds ratio : 1.032 ; 95 % CI : 0.712-1 .495 ) . Hospital duration ( 8.49.5 days vs 9.411.1 days ; P = 0.038 ) was statistically shorter for the intervention group . The number of RRT calls initiated by the primary care team was similar for the intervention and control groups ( 19.9 % vs 16.5 % ; odds ratio : 1.260 ; 95 % CI : 0.823-1 .931 ) . Real-time alerts sent to the RRT did not reduce ICU transfers , hospital mortality , or the need for subsequent long term care . However , hospital length of stay was modestly reduced .",1,Human_pubmed,"Patient deterioration events in hospital settings are anticipated to increasingly impact morbidity and healthcare expenses. This study assessed whether real-time notifications to the rapid response team (RRT) enhanced patient outcomes. A randomized, controlled trial was conducted across eight medical units at Barnes-Jewish Hospital, involving 571 patients. Real-time alerts from a validated deterioration algorithm were either sent to the RRT (intervention) or concealed (control). Outcomes measured included ICU transfer, hospital mortality, and length of stay. ICU transfer rates (17.8% vs. 18.2%; odds ratio: 0.972; 95% CI: 0.635–1.490) and hospital mortality (7.3% vs. 7.7%; odds ratio: 0.947; 95% CI: 0.509–1.764) did not differ significantly between intervention and control groups. Similarly, transfers to nursing homes or long-term acute care hospitals were comparable (26.9% vs. 26.3%; odds ratio: 1.032; 95% CI: 0.712–1.495). Hospital stay was statistically shorter for the intervention group (8.49.5 days vs. 9.411.1 days; P = 0.038). RRT calls initiated by the primary care team were also similar between groups (19.9% vs. 16.5%; odds ratio: 1.260; 95% CI: 0.823–1.931). Real-time alerts to the RRT did not decrease ICU transfers, hospital mortality, or long-term care needs, but they modestly reduced hospital length of stay."
"Caudal block ( CB ) has some disadvantages , one of which is its short duration of action after a single injection . For hypospadias repair , pudendal nerve block ( PNB ) might be a suitable alternative since it has been successfully used for analgesia for circumcision . We evaluated PNB compared with CB as measured by total analgesic consumption 24 hours postoperatively . In this prospective , double-blinded study , patients were randomized into 2 groups , either receiving CB or nerve stimulator-guided PNB . In the PNB group , patients were injected with 0.3 mL/kg 0.25 % bupivacaine and 1 g/kg clonidine . In the CB group , patients were injected with 1 mL/kg 0.25 % bupivacaine and 1 g/kg clonidine . Analgesic consumption was assessed during the first 24 hours postoperatively . The `` objective pain scale '' developed by Hannalah and Broadman was used to assess postoperative pain . Eighty patients participated in the study , 40 in each group . The mean age in the PNB group was 3.1 ( 1.1 ) years and in the CB group was 3.2 ( 1.1 ) years . The mean weights in the PNB and CB groups were 15.3 ( 2.8 ) kg and 15.3 ( 2.2 ) kg , respectively . The percentage of patients who received analgesics during the first 24 hours were significantly higher in the CB ( 70 % ) compared with the PNB group ( 20 % , P < 0.0001 ) . The average amount of analgesics consumed per patient within 24 hours postoperatively was higher in the CB group ( paracetamol P < 0.0001 , Tramal P = 0.003 ) . Patients who received PNB had reduced analgesic consumption and pain within the first 24 hours postoperatively compared with CB .",1,Human_pubmed,"Caudal block (CB) has certain drawbacks, including a limited duration of action following a single injection. For hypospadias repair, pudendal nerve block (PNB) may serve as an appropriate alternative, as it has proven effective for analgesia in circumcision. We compared PNB with CB based on total analgesic use within 24 hours after surgery. In this prospective, double-blind trial, patients were randomly assigned to two groups, receiving either CB or nerve stimulator-guided PNB. The PNB group received 0.3 mL/kg of 0.25% bupivacaine and 1 µg/kg clonidine, while the CB group received 1 mL/kg of 0.25% bupivacaine and 1 µg/kg clonidine. Analgesic consumption was evaluated over the initial 24 postoperative hours. Postoperative pain was measured using the ""objective pain scale"" by Hannalah and Broadman. Eighty patients took part, with 40 in each group. The mean age was 3.1 (1.1) years in the PNB group and 3.2 (1.1) years in the CB group. Mean weights were 15.3 (2.8) kg for PNB and 15.3 (2.2) kg for CB. The proportion of patients requiring analgesics in the first 24 hours was significantly greater in the CB group (70%) than in the PNB group (20%, P < 0.0001). The average analgesic dose per patient within 24 hours postoperatively was higher in the CB group (paracetamol P < 0.0001, Tramal P = 0.003). Patients undergoing PNB showed lower analgesic use and reduced pain in the first 24 hours after surgery compared to those receiving CB."
"Acetaminophen ( APAP ) by oral or intravenous ( iv ) routes is used for mild to moderate pain but may take time to be effective . When fast relief is required and/or oral or iv routes are not available because of the patient 's condition , the transmucosal route may be an alternative . A new transmucosal/buccal ( b ) pharmaceutical form of APAP dissolved in 50 % wt alcohol is compared with other routes of administration . Two consecutive randomized , crossover , double-blind clinical trials ( CT1 : NCT00982215 and CT2 : NCT01206985 ) included 16 healthy volunteers . CT1 compared the pharmacology of 250 mg bAPAP with 1 g iv APAP . CT2 compared the pharmacodynamics of 125 mg bAPAP with 1 g iv and 125 mg sublingual ( s ) APAP . Mechanical pain thresholds are recorded in response to mechanical stimuli applied on the forearm several times during 120 minutes . The objective is to compare the time of onset of antinociception and the antinociception ( area under the curve ) between the routes of administration with analysis of variance ( significance P < 0.05 ) . bAPAP has a faster time of antinociception onset ( 15 minutes , P < 0.01 ) and greater antinociception at 50 minutes ( P < 0.01 , CT1 ) and 30 minutes ( P < 0.01 , CT2 ) than ivAPAP and sAPAP . All routes are similar after 50 minutes . bAPAP has a faster antinociceptive action in healthy volunteers . This attractive alternative to other routes would be useful in situations where oral or iv routes are not available . This finding must now be confirmed in patients suffering from acute pain of mild and moderate intensity .",1,Human_pubmed,"Acetaminophen (APAP) administered orally or intravenously (iv) is employed for mild to moderate pain, though its effects may be delayed. When rapid relief is needed or oral/iv routes are inaccessible due to the patient's condition, the transmucosal route offers a potential alternative. A novel transmucosal/buccal (b) formulation of APAP, dissolved in 50% wt alcohol, is evaluated against other administration methods. Two sequential randomized, crossover, double-blind clinical trials (CT1: NCT00982215 and CT2: NCT01206985) involved 16 healthy participants. CT1 assessed the pharmacology of 250 mg bAPAP versus 1 g iv APAP. CT2 examined the pharmacodynamics of 125 mg bAPAP compared to 1 g iv and 125 mg sublingual (s) APAP. Mechanical pain thresholds were measured in response to forearm stimuli multiple times over 120 minutes. The aim was to compare the onset time of antinociception and its extent (area under the curve) across routes using analysis of variance (significance P < 0.05). bAPAP demonstrated a quicker onset of antinociception (15 minutes, P < 0.01) and greater antinociception at 50 minutes (P < 0.01, CT1) and 30 minutes (P < 0.01, CT2) than ivAPAP and sAPAP. All routes showed similar effects after 50 minutes. bAPAP acts faster in healthy volunteers. This appealing alternative could be beneficial when oral or iv administration is not feasible. These results require confirmation in patients experiencing mild to moderate acute pain."
"Sedation using intranasal dexmedetomidine is a convenient and well-tolerated technique . This study evaluated the sedative efficacy of intranasal dexmedetomidine in combination with patient-controlled sedation ( PCS ) for upper gastrointestinal endoscopy . In this double-blind , randomised , controlled trial , 50 patients received either intranasal dexmedetomidine 1.5 g/kg ( dexmedetomidine group ) or intranasal saline ( placebo group ) 1h before the procedure . PCS with propofol and alfentanil was provided for rescue sedation . Additional sedative consumption , perioperative sedation scores using Observer 's Assessment of Alertness/Sedation ( OAA/S ) scale , recovery , vital signs , adverse events and patient satisfaction were assessed . Total consumption of PCS propofol and alfentanil was significantly less in the dexmedetomidine than placebo group with a mean difference of -13.8 mg propofol ( 95 % confidence interval -27.3 to -0.3 ) and -34.5 g alfentanil ( 95 % confidence interval -68.2 to -0.7 ) at the completion of the procedure ( P = 0.044 ) . Weighted areas under the curve ( AUCw ) of OAA/S scores were significantly lower in the dexmedetomidine group before , during and after procedures ( P < 0.001 , P = 0.024 and P = 0.041 respectively ) . AUCw of heart rate and systolic blood pressure were also significantly lower during the procedure ( P = 0.007 and P = 0.022 respectively ) with dexmedetomidine . There was no difference in recovery , side effects or satisfaction . Intranasal dexmedetomidine with PCS propofol and alfentanil confers deeper perioperative clinical sedation with significantly less use of additional sedatives during upper gastrointestinal endoscopy .",1,Human_pubmed,"Intranasal dexmedetomidine provides a convenient and well-tolerated sedation method. This investigation assessed its sedative effect combined with patient-controlled sedation (PCS) during upper gastrointestinal endoscopy. In this double-blind, randomized, controlled trial, 50 patients were given either intranasal dexmedetomidine 1.5 µg/kg (dexmedetomidine group) or intranasal saline (placebo group) one hour before the procedure. PCS using propofol and alfentanil was available for rescue sedation. Measurements included additional sedative use, perioperative sedation levels via the Observer's Assessment of Alertness/Sedation (OAA/S) scale, recovery, vital signs, adverse events, and patient satisfaction. Total PCS propofol and alfentanil consumption was notably lower in the dexmedetomidine group, with mean reductions of -13.8 mg propofol (95% CI -27.3 to -0.3) and -34.5 µg alfentanil (95% CI -68.2 to -0.7) by procedure end (P = 0.044). Weighted areas under the curve (AUCw) for OAA/S scores were significantly reduced in the dexmedetomidine group before, during, and after procedures (P < 0.001, P = 0.024, and P = 0.041, respectively). AUCw for heart rate and systolic blood pressure were also significantly lower during the procedure (P = 0.007 and P = 0.022, respectively) with dexmedetomidine. No differences were observed in recovery, side effects, or satisfaction. Intranasal dexmedetomidine combined with PCS propofol and alfentanil yields deeper clinical sedation perioperatively while substantially reducing supplemental sedative requirements during upper gastrointestinal endoscopy."
"Cardiovascular diseases ( CVD ) and metabolic alterations are among the majors public health concern that have been reported in people living with HIV infections . Factors contributing to cardio metabolic syndrome in HIV include body fat distribution , dyslipidemia , insulin resistance , cardiovascular dysfunction and inflammation . The aim of the study was to determine the effect of Spirulina platensis ( Cyanobacteriaceae ) supplementation versus local diet on lipid profile in HIV-infected antiretroviral-naive patients . A prospective single-blind , randomized , multicentre study was conducted from February 2010 to December 2012 . A total of 320 HIV antiretroviral-nave patients were screened and 169 were recruited in this study . Patients were randomized and received either Spirulina supplementation combined with local diet ( n = 82 ) or local diet only ( n = 87 ) . Age , weight , body mass index ( BMI ) , lipid profile , CD4 count , and local food intake variables were assessed on three separate occasions ( three , six and twelve months ) . An average age of the patients was 35.69 years . The majority of participants were female 67.1 % . Regarding the lipid profile , there is a significant increase in HDL-cholesterol and a significant decrease in total cholesterol , LDL-cholesterol and triglycerides in the group of patients who consumed Spirulina platensis . A change in the atherogenic index defined by the ratio CT/HDL-C substitutable by LDL-C/HDL-C and the TC/HDL decreased significantly from 10.83 at baseline to 2.22 after 12 months ( p = 0.21 and p < 0.0001 ) in the patients taking Spirulina . Nutritional supplementation with Spirulina combined with a quantitative and qualitative balanced diet for at least six months can retard an exposition to lipid abnormalities in HIV-infected antiretroviral-naive patients . Further studies are recommended on a large group of people not infected with HIV and exposed to cardiovascular risk factors .",1,Human_pubmed,"Cardiovascular diseases (CVD) and metabolic disorders are major public health issues observed in individuals with HIV infection. Contributing factors to cardiometabolic syndrome in HIV include altered body fat distribution, dyslipidemia, insulin resistance, cardiovascular impairment, and inflammation. This study aimed to evaluate the impact of Spirulina platensis (Cyanobacteriaceae) supplementation compared to a local diet on lipid profiles in antiretroviral-naive HIV patients. A prospective, single-blind, randomized, multicenter trial was conducted from February 2010 to December 2012. Out of 320 screened antiretroviral-naive HIV patients, 169 were enrolled. Participants were randomized to receive either Spirulina supplementation alongside the local diet (n = 82) or the local diet alone (n = 87). Age, weight, body mass index (BMI), lipid profile, CD4 count, and local dietary intake were evaluated at three, six, and twelve months. The average patient age was 35.69 years, with 67.1% being female. In terms of lipid profile, the Spirulina group showed a significant rise in HDL-cholesterol and notable reductions in total cholesterol, LDL-cholesterol, and triglycerides. The atherogenic index, measured by ratios such as CT/HDL-C (or LDL-C/HDL-C) and TC/HDL, decreased significantly from 10.83 at baseline to 2.22 after 12 months (p = 0.21 and p < 0.0001) in Spirulina recipients. Nutritional supplementation with Spirulina, combined with a balanced diet in both quantity and quality for at least six months, can help mitigate lipid abnormalities in antiretroviral-naive HIV patients. Additional research is advised involving larger cohorts of HIV-negative individuals with cardiovascular risk factors."
"Proton-pump inhibitors are known to be effective in the treatment and prevention of ulcers related to low-dose aspirin ( LDA ) , but few reports address H2 - receptor antagonists ( H2RAs ) and gastroprotective agents ( GPs ) . This study was intended to compare the therapeutic effects of an H2RA and a GP against gastroduodenal mucosal injuries in patients taking LDA . The subjects consisted of patients requiring continuous LDA treatment , in whom no peptic ulcer was found on endoscopy at enrollment . The patients were randomized to either famotidine 20mg/day ( group F ) or teprenone 150mg/day ( group T ) . The study medication was administered for 12 weeks . The patients underwent endoscopy after administration of the study medication in order to obtain a Lanza score . A total of 66 patients ( 38 in group F , 28 in group T ) were included in the efficacy analysis population . The Lanza score changed as follows : in group F , it improved significantly , from 0.891.03 ( meanstandard deviation ) before medication to 0.390.75 after medication ( P = 0.006 ) ; in group T , no significant difference was observed : 0.750.93 before medication and 0.680.82 after medication . Famotidine is better than teprenone in terms of reducing the number of the erosions under use of LDA .",1,Human_pubmed,"Proton-pump inhibitors are recognized as effective for treating and preventing ulcers associated with low-dose aspirin (LDA), yet data on H2-receptor antagonists (H2RAs) and gastroprotective agents (GPs) are limited. This study aimed to compare the efficacy of an H2RA and a GP in managing gastroduodenal mucosal injuries in LDA users. Participants were patients needing ongoing LDA therapy, with no peptic ulcer detected at baseline endoscopy. They were randomly assigned to receive either famotidine 20mg/day (group F) or teprenone 150mg/day (group T) for 12 weeks. Post-treatment endoscopy was performed to assess Lanza scores. The efficacy analysis included 66 patients (38 in group F, 28 in group T). Lanza scores showed significant improvement in group F, decreasing from 0.89±1.03 (mean±SD) pre-medication to 0.39±0.75 post-medication (P=0.006). In group T, no significant change occurred: 0.75±0.93 before and 0.68±0.82 after medication. Famotidine is superior to teprenone in reducing erosion count during LDA therapy."
"We aimed to compare the effect of repaglinide and metformin monotherapy as an initial therapy in Chinese patients with newly diagnosed type 2 diabetes mellitus ( T2DM ) . In this 15-week , open-labelled , parallel-controlled , randomised study , 60 Chinese drug-naive patients with newly diagnosed T2DM were randomised ( 2:1 ) to receive repaglinide or metformin monotherapy . Primary endpoint was change in HbA1c from baseline to the end of the trial . Secondary endpoints included changes in glycaemic variability , insulin sensitivity and - cell function . Patients in both repaglinide and metformin groups achieved significant reductions in HbA1c ( -1.8 1.5 vs -1.6 1.5 % ) , FPG ( fasting blood glucose ) ( -1.7 1.7 vs -2.1 1.7 mmol/l ) and 2-hPPG ( post-prandial glucose ) ( -3.8 3.1 vs -3.8 3.6 mmol/l ) , with no statistical differences between the groups . Glycaemic variability , glucose infusion rate and - cell function were all significantly improved from baseline in the two groups ( all P < 0.05 ) , without any statistical differences in the improvement between the groups . Repaglinide and metformin achieved comparable efficacy in improving glycaemic control , reducing glycaemic variability , enhancing insulin sensitivity and ameliorating - cell function . Therefore , repaglinide is an optional agent for initial therapy in Chinese patients with newly diagnosed T2DM .",1,Human_pubmed,"This study compared repaglinide and metformin monotherapy as initial treatments for Chinese patients with newly diagnosed type 2 diabetes mellitus (T2DM). In this 15-week, open-label, parallel-controlled, randomized trial, 60 drug-naive Chinese patients were assigned (2:1) to receive either repaglinide or metformin. The primary endpoint was the change in HbA1c from baseline to week 15. Secondary endpoints included changes in glycemic variability, insulin sensitivity, and β-cell function. Both groups showed significant reductions in HbA1c (-1.8 ± 1.5% vs -1.6 ± 1.5%), FPG (-1.7 ± 1.7 vs -2.1 ± 1.7 mmol/L), and 2-h PPG (-3.8 ± 3.1 vs -3.8 ± 3.6 mmol/L), with no significant intergroup differences. Glycemic variability, glucose infusion rate, and β-cell function improved significantly from baseline in both groups (all P < 0.05), with no statistical differences between treatments. Repaglinide and metformin demonstrated comparable efficacy in glycemic control, reducing glycemic variability, improving insulin sensitivity, and enhancing β-cell function. Thus, repaglinide is a viable option for initial therapy in Chinese patients with newly diagnosed T2DM."
"We examined the impact of a prenatal exercise intervention on physical activity in 260 women at risk for gestational diabetes mellitus . We randomized participants in the Behaviors Affecting Baby and You ( BABY ) Study , which took place from 2007 to 2012 , to either a 12-week individually tailored , motivationally matched exercise intervention ( n = 132 ) or to a comparison health and wellness intervention ( n = 128 ) . We assessed physical activity with the Pregnancy Physical Activity Questionnaire . We used linear mixed models to evaluate the impact of the interventions on change in physical activity according to intensity and type , total walking , and sedentary behavior . Compared with the health and wellness arm , the exercise arm had significantly greater increases in sports or exercise activity ( 0.3 vs 5.3 metabolic equivalent of task [ MET ] hours/week ; P < .001 ) , and smaller declines in total activity ( -42.7 vs -2.1 MET hours/week ; P = .02 ) and activities of moderate to vigorous intensity ( -30.6 vs -10.6 MET hours/week ; P = .05 ) , and was more likely to achieve recommended guidelines for physical activity ( odds ratio = 2.12 ; 95 % confidence interval = 1.45 , 3.10 ) . These findings extend the previous literature by demonstrating the benefits of a clinically feasible exercise intervention in an ethnically and socio-economically diverse population . Given the increased risk of adverse maternal health outcomes in ethnic minority groups , these findings may have important implications for reducing health disparities .",1,Human_pubmed,"We investigated the effects of a prenatal exercise program on physical activity among 260 women at elevated risk for gestational diabetes. Participants in the Behaviors Affecting Baby and You (BABY) Study (2007–2012) were randomly assigned to either a 12-week, individually tailored and motivationally matched exercise intervention (n=132) or to a comparison health and wellness program (n=128). Physical activity was measured using the Pregnancy Physical Activity Questionnaire. Linear mixed models assessed intervention effects on changes in activity by intensity and type, total walking, and sedentary behavior. Compared to the health and wellness group, the exercise group showed significantly larger increases in sports/exercise (0.3 vs. 5.3 MET-hours/week; P<.001), smaller reductions in total activity (-42.7 vs. -2.1 MET-hours/week; P=.02) and in moderate-to-vigorous activity (-30.6 vs. -10.6 MET-hours/week; P=.05), and was more likely to meet recommended physical activity guidelines (OR=2.12; 95% CI=1.45, 3.10). These results extend prior research by showing the advantages of a clinically practical exercise intervention in an ethnically and socioeconomically diverse sample. Considering the higher risk of adverse maternal outcomes among ethnic minorities, these findings could help inform strategies to lessen health disparities."
"To evaluate the impact of 10-14-day intravenous administration of meldonium as part of combination therapy in patients with chronic heart failure in the early post-infarction period on the recovery period , structural and functional parameters , and heart rate variability ( HRV ) . The investigation enrolled 60 patients ( men and women ) aged 45 to 75 years at weeks 3-4 after post-myocardial infarction with symptoms of Functional Class II-III heart failure . All the patients underwent 24-hour electrochocardiography monitoring , cardiac echocardiography , and HRV study . After dividing the patients into 2 groups , Group 1 ( a study group ) ( n = 30 ) was given intravenous meldonium ( idrinol ) 1000 mg/day in addition to the basic therapy of coronary heart disease . The patients in the study and control ( Group 2 ; n = 30 ) groups were at baseline matched for age , gender , disease severity , and basic therapy pattern . Following 10-14 days of treatment , both groups showed clinical improvement and the favorable changes in cardiac structural and functional parameters and HRV values , which were more pronounced in the patients receiving meldonium . The patients with CHF using meldonium as part of combination therapy in the early post-infarction period were observed to have clinical improvement , a significant reduction in the rate of angina attacks and in the need for nitrates , a decrease in the number of arrhythmic and ischemic episodes , and favorable changes in cardiac structural and functional parameters and HRV values .",1,Human_pubmed,"This study assessed the effects of a 10-14-day intravenous meldonium course within combination therapy for patients with chronic heart failure in the early post-infarction phase, focusing on recovery, structural/functional cardiac parameters, and heart rate variability (HRV). Sixty patients (men and women) aged 45-75 years at 3-4 weeks post-myocardial infarction, with Functional Class II-III heart failure symptoms, were enrolled. All participants underwent 24-hour electrocardiography monitoring, echocardiography, and HRV analysis. Patients were divided into two groups. Group 1 (study group, n=30) received intravenous meldonium (idrinol) 1000 mg/day alongside standard coronary heart disease therapy. Both the study and control groups (Group 2, n=30) were comparable at baseline regarding age, gender, disease severity, and core treatment. After 10-14 days of treatment, clinical improvement and beneficial changes in cardiac structure, function, and HRV were noted in both groups, with these effects being more marked in the meldonium recipients. Incorporating meldonium into combination therapy for CHF in the early post-infarction period was associated with clinical improvement, a notable reduction in angina attack frequency and nitrate use, fewer arrhythmic and ischemic episodes, and positive alterations in cardiac structural/functional measures and HRV."
"To determine changes in Canine Brief Pain Inventory scores for dogs with osteoarthritis after administration of a monoclonal antibody ( mAb ) against nerve growth factor ( NGF ) that was modified by use of a proprietary process for administration to dogs . 11 adult dogs . Dogs received the anti-NGF mAb ( 0.2 mg/kg , IV ) at various evaluation times during the study period ; at other evaluation times , dogs received an equivalent volume of PBS solution IV . Owners determined Canine Brief Pain Inventory pain severity ( PS ) and pain interference ( PI ) scores immediately before ( baseline ) and 2 , 4 , and 6 weeks after administration of the anti-NGF mAb ; owners were unaware of the evaluation time at which the mAb had been administered . Compared with baseline PS scores ( median , 4.75 ; range , 0.75 to 8.5 ) , dogs had significantly lower PS scores 2 weeks ( median , 3 ; range , 1 to 5.5 ) and 4 weeks ( median , 2.25 ; range , 0.25 to 7.25 ) after administration of anti-NGF mAb . Compared with baseline PI scores ( median , 5.33 ; range , 1.17 to 9.33 ) , dogs had significantly lower PI scores 2 weeks ( median , 3 ; range , 0.67 to 6.83 ) and 4 weeks ( median , 3.33 ; range , 0.67 to 6.67 ) after administration of anti-NGF mAb . The PS and PI scores 6 weeks after mAb administration were lower than baseline scores , although values were not significantly different . Results of this study suggested the evaluated anti-NGF mAb decreased PS and PI scores for 4 weeks after administration . This treatment may be effective for alleviation of signs of pain in dogs with osteoarthritis for up to 4 weeks .",1,Human_pubmed,"To assess alterations in Canine Brief Pain Inventory scores for dogs with osteoarthritis following treatment with a proprietary-process-modified monoclonal antibody (mAb) targeting nerve growth factor (NGF). Eleven adult dogs were included. Dogs were administered the anti-NGF mAb (0.2 mg/kg, IV) at specific evaluation points during the study; at other times, they received an equal volume of PBS solution IV. Owners recorded Canine Brief Pain Inventory pain severity (PS) and pain interference (PI) scores just before (baseline) and at 2, 4, and 6 weeks post-administration of the anti-NGF mAb, with owners blinded to the timing of mAb administration. Relative to baseline PS scores (median, 4.75; range, 0.75 to 8.5), dogs exhibited significantly reduced PS scores at 2 weeks (median, 3; range, 1 to 5.5) and 4 weeks (median, 2.25; range, 0.25 to 7.25) after anti-NGF mAb administration. Compared to baseline PI scores (median, 5.33; range, 1.17 to 9.33), dogs showed significantly lower PI scores at 2 weeks (median, 3; range, 0.67 to 6.83) and 4 weeks (median, 3.33; range, 0.67 to 6.67) post-administration. PS and PI scores at 6 weeks after mAb administration were below baseline levels, though not statistically significant. Findings indicated that the tested anti-NGF mAb reduced PS and PI scores for up to 4 weeks after administration. This therapy may be effective in mitigating pain symptoms in dogs with osteoarthritis for as long as 4 weeks."
