col0,col1,col2,col3
"Colwyn Bay joins more than 30 locations across the UK selected by the London Organising Committee of the Olympic and Paralympic Games to hold the events. The announcement marks six months until the Paralympics start on 29 August. The Paralympic flame has been unveiled by former Paralympic gold medallist Baroness Tanni Grey-Thompson. Wales will light its own flame as part of the torch relay celebrations ahead of the Paralympics. Flames will be lit in Cardiff, London, Belfast and Edinburgh, combined at the home of the Paralympic movement atStoke Mandevillein Buckinghamshire on Tuesday, 28 August, and then relayed on to the opening ceremony. Colwyn Bay's involvement will be as part of a scheme aimed at involving smaller communities. The 'flame celebration' will be held at Eirias Park, Colwyn Bay, on 27 August. More than 4,200 athletes with a variety of disabilities, from 150 nations, will take part in the London 2012 Paralympic Games, which will continue until 9 September.",1,xlsum_human,"Colwyn Bay is among over 30 UK sites chosen by the London Organising Committee for the Olympic and Paralympic Games to host events. This announcement comes six months before the Paralympics begin on 29 August. The Paralympic flame was revealed by former gold medallist Baroness Tanni Grey-Thompson. Wales will ignite its own flame as part of torch relay festivities leading up to the Paralympics. Flames will be kindled in Cardiff, London, Belfast, and Edinburgh, merged at Stoke Mandeville in Buckinghamshire—the birthplace of the Paralympic movement—on 28 August, then carried to the opening ceremony. Colwyn Bay’s participation is part of an initiative to engage smaller communities. A 'flame celebration' will occur at Eirias Park in Colwyn Bay on 27 August. Over 4,200 athletes with diverse disabilities, representing 150 nations, will compete in the London 2012 Paralympic Games, running until 9 September."
"(CNN) -- A lightning strike killed a NASCAR fan and injured nine others in a parking lot outside Pocono Raceway after torrential rains shortened Sunday's Pennsylvania 400. The incident occurred during a severe thunderstorm that moved through the region, prompting race officials to suspend the event for safety reasons. According to local authorities, the victims were seeking shelter in their vehicles when lightning struck nearby, resulting in one fatality and multiple injuries ranging from minor to critical. Emergency responders swiftly arrived on scene, transporting the injured to nearby medical facilities. This tragic event underscores the persistent hazards posed by extreme weather at large-scale outdoor gatherings, even when protocols are in place. Meteorologists had issued storm warnings prior to the race, yet the rapid onset of the tempest limited effective evacuation or sheltering measures. Officials are now reviewing safety procedures to better protect spectators during inclement weather. The National Weather Service continues to emphasize the importance of immediate shelter during thunderstorms, particularly in open or exposed areas such as rac",0,news_qwen3-max,"(CNN) -- A NASCAR spectator died and nine more were injured by a lightning strike in a Pocono Raceway parking lot after heavy rain caused Sunday's Pennsylvania 400 to be cut short. The tragedy happened amid a severe thunderstorm that swept across the area, leading race officials to halt the event for safety. Local officials reported the victims had taken refuge in their cars when lightning hit close by, causing one death and several injuries, from minor to severe. Emergency crews quickly reached the location and took the wounded to nearby hospitals. This sad occurrence highlights the ongoing dangers of severe weather at major outdoor events, even with safety plans in effect. Weather forecasters had issued storm warnings before the race, but the storm's swift arrival restricted options for effective evacuation or shelter. Authorities are currently examining safety protocols to improve spectator protection during bad weather. The National Weather Service reiterates the critical need for prompt shelter during thunderstorms, especially in open or exposed locations like racetracks."
"Construction firm Morgan Sindall said the forklift collided with fencing within the site boundary last Monday.A spokesman said: ""The worker operating the forklift did so without proper certification. Disciplinary proceedings have been initiated.""It earlier emerged a worker was injured after another site accident.Morgan Sindall added in statement: ""We operate a zero tolerance approach to unauthorised use of machinery across all of our sites.""Safety is our number one priority and while incidents like this are extremely rare, they are completely unacceptable.""The earlier incident, on 3 February, left a worker with a fractured leg and ribs.It is being investigated.The Â£107m office, leisure and hotel development is due for completion in the summer.Last week, BBC Scotland revealed that only 10% of office space had been taken up for lease.",1,xsum_human,"Construction company Morgan Sindall reported that a forklift struck fencing inside the site perimeter last Monday.A spokesperson stated: ""The forklift operator lacked proper certification. Disciplinary actions have been commenced.""It was previously disclosed that a worker was hurt following another site incident.Morgan Sindall further noted in a statement: ""We enforce a zero tolerance policy against unauthorized machinery use at all our locations.""Safety is our foremost concern, and while such events are very uncommon, they are entirely unacceptable.""The prior accident, on February 3, resulted in a worker sustaining a broken leg and ribs.It is under investigation.The Â£107 million office, leisure, and hotel project is scheduled to finish this summer.Last week, BBC Scotland reported that merely 10% of the office space had been leased."
"Carwyn Edwards, 39, has been in hospital in Tucson, Arizona, since the start of the year after an illness led to the partial amputation of both legs.His family fear they could face substantial medical costs.Medical insurer Cigna said it was addressing Mr Edwards' concerns.A campaign to raise funds for Mr Edwards, who has lived in the US for 13 years, has raised Â£38,000, however the latest news that the benefit payments will stop in a fortnight has created more uncertainty about his future treatment.Mr Edwards' brother, Aled Edwards, will be flying to Arizona shortly to try to resolve the issue.He also hopes to find out what arrangements can be made to transport his brother to the UK continue his recovery.Cigna said it could not discuss the case at length because of confidentiality laws.A spokesman said: ""We can say that our case workers have been in communication with this individual and will continue to address his concerns directly with him.""",1,xsum_human,"Carwyn Edwards, 39, has been hospitalized in Tucson, Arizona, since January after an illness resulted in the partial amputation of both his legs. His family worries about potentially high medical expenses. Insurer Cigna stated it is working to resolve Mr. Edwards' issues. A fundraising effort for Mr. Edwards, a 13-year U.S. resident, has collected £38,000, but recent news that benefit payments will cease in two weeks has increased uncertainty about his future care. His brother, Aled Edwards, will soon travel to Arizona to seek a solution. He also aims to explore options for bringing his brother back to the UK to complete his recovery. Cigna noted it cannot discuss the case in detail due to privacy regulations. A spokesperson said: ""We can confirm our case managers have been in contact with this person and will keep addressing his concerns directly with him."""
"More than 400 entries from amateur photographers were submitted to the My Shropshire competition, run by the CPRE [Campaign to Protect Rural England]. Images can be seen at Oswestry's Willow Gallery until the end of February and the Bear Steps gallery in Shrewsbury, from 1 to 14 March. The charity said the winner, Storm on the Shropshire Hills, was ""dramatic"". Judges had ""a difficult task"" picking the winners, but ""were unanimous"" over the entry by photographer Richard Greswell. The competition marks CPRE Shropshire's 70th birthday. Chair Sarah Bury said she hoped local people would ""get a chance to visit and see these carefully crafted shots of Shropshire's varied and stunning landscapes"". She stated: ""We were blown away by the impressive selection of images showcasing the beauty and diversity of the Shropshire countryside, the quality and range of work submitted was really high."" Follow BBC West Midlands on Facebook, on Twitter, and sign up for local news updates direct to your phone.",1,xlsum_human,"Over 400 amateur photographer entries were received for the My Shropshire contest, organized by the CPRE [Campaign to Protect Rural England]. The photographs will be displayed at Oswestry's Willow Gallery through February, and at Shrewsbury's Bear Steps gallery from March 1 to 14. The charity described the winning image, Storm on the Shropshire Hills, as ""dramatic."" Judges found selecting winners ""a difficult task,"" but ""were unanimous"" in choosing photographer Richard Greswell's entry. The competition celebrates CPRE Shropshire's 70th anniversary. Chair Sarah Bury expressed hope that residents would ""visit and appreciate these meticulously composed photographs of Shropshire's diverse and breathtaking scenery."" She added: ""We were amazed by the outstanding array of images highlighting the beauty and variety of the Shropshire countryside; the standard and scope of entries was truly exceptional."" Follow BBC West Midlands on Facebook and Twitter, and subscribe for local news alerts sent to your phone."
"Flown by operators on the ground, the aircraft can relay live pictures from high quality cameras. The PSNI owns two helicopters and leases another, and has announced plans to buy a fourth for an estimated £7m. It is understood the unmanned drone aircraft will cost around £1m. The PSNI has told the policing board it wants to buy the drones for use during the G8 summit and afterwards to combat terrorism and crime. The use of drones is considered novel and contentious so the policing board has to be briefed in advance about any planned purchase or deployment. That briefing will take place next week.",1,xlsum_human,"Operated remotely from the ground, the drone can transmit live footage from high-resolution cameras. The PSNI currently possesses two helicopters and leases a third, with plans to acquire a fourth at an estimated cost of £7 million. The unmanned aircraft is expected to be priced at approximately £1 million. The PSNI has informed the policing board of its intention to purchase drones for deployment during the G8 summit and for ongoing efforts against terrorism and crime. As drone usage is seen as innovative and controversial, the policing board must be notified ahead of any intended procurement or operation. This notification is scheduled for next week."
"The rapper, real name Dwayne Carter, has been punished after he was found with banned materials in May. Carter was keeping a charger and headphones for his personal electronic devices while serving time at the Orleans Parish Justice Center—a clear no-no under jail rules. Authorities say inmates aren’t allowed to possess such items without explicit permission, and Carter’s stash violated those protocols. As a result, he faced disciplinary action, though officials haven’t detailed exactly what that entailed. Known professionally as Lil Wayne, the New Orleans native is no stranger to legal run-ins, but this latest hiccup comes as he awaits sentencing on federal gun charges. Fans have expressed concern online, wondering how strict conditions might affect his well-being and creative output. Still, given his decades-long career navigating both fame and the justice system, many believe Wayne will find a way to bounce back—once again turning setbacks into verses.",0,news_qwen3-max,"The rapper, born Dwayne Carter, faced discipline after being caught with prohibited items in May. While incarcerated at the Orleans Parish Justice Center, Carter possessed a charger and headphones for his personal electronics—a direct violation of facility regulations. Officials state inmates are barred from having such articles without authorization, and Carter's cache breached these rules. Consequently, he received a penalty, though the specifics have not been disclosed by authorities. Professionally known as Lil Wayne, the New Orleans artist has a history of legal issues, with this recent incident occurring as he awaits sentencing on federal firearm charges. Supporters have voiced worry on social media, questioning how stringent conditions could impact his health and artistic work. Yet, considering his long career maneuvering through both stardom and the legal system, many are confident Wayne will recover—transforming another obstacle into lyrical material."
"The acquisition of Epsom Hospital by Ashford and St Peter's Hospitals NHS Foundation Trust was halted last year. The hospital is currently part of the Epsom and St Helier NHS Trust. Representatives of both hospitals will be among those speaking at Thursday's meeting. The committee has been asked to scrutinise the merger process. 'Areas of uncertainty' Epsom Hospital has now been incorporated into the Better Services Better Value (BSBV) review programme lead by South West London NHS. Epsom and St Helier University Hospitals NHS Trust has been looking at options for the future of the hospital but said no decisions had been made. However, assurances have been given that it will not close under the review following a recent meeting between Epsom and Ewell councillors and NHS chiefs. Councillor George Crawford said there were ""positive messages, but still significant areas of uncertainty"". Proposals set out under the BSBV review are to have three hospitals with A&E and maternity units across fives sites - Epsom, St Helier, Kingston, Croydon and St George's. Plans are to continue to have services at all five sites, with all providing urgent care, day surgery and outpatient services.",1,xlsum_human,"The planned takeover of Epsom Hospital by Ashford and St Peter's Hospitals NHS Foundation Trust was suspended last year. The facility remains under the Epsom and St Helier NHS Trust. Officials from both hospitals will address Thursday's meeting. The committee is tasked with examining the merger details. 'Unresolved Issues' Epsom Hospital is now included in the Better Services Better Value (BSBV) review, overseen by South West London NHS. Epsom and St Helier University Hospitals NHS Trust has been evaluating future possibilities for the hospital but confirmed no final choices are set. Yet, following a recent discussion between Epsom and Ewell councillors and NHS leaders, guarantees were provided that closure is not an outcome of the review. Councillor George Crawford noted there were ""encouraging signals, yet considerable uncertainties persist"". The BSBV review outlines proposals for three hospitals featuring A&E and maternity departments across five locations: Epsom, St Helier, Kingston, Croydon, and St George's. The intention is to maintain services at all five sites, each offering urgent care, day surgery, and outpatient provisions."
"Prof Juliet Brodie, from the Natural History Museum, has been surveying the islands, where there are about 30% of the 600 species native to UK waters.She said initial findings showed that seaweed flora appeared to be generally similar to the last study in 1983.But she added some alien species not found then were now well-established.The week-long survey was part of the Isles of Scilly Marine Biodiversity Project, which the Isles of Scilly Wildlife Trust has been running for two years.Prof Brodie - who also carried out the 1983 survey - worked with a team of volunteers, including members of the trust.She said the aim was to look at whether the seaweed flora was much the same as in 1983.The initial findings showed that, despite concerns about climate change and other environmental threats, at least as many species were still present.However, she added that species including wire weed and devil's tongue weed, both conspicuous and invasive alien species from the Pacific, were also well-established.The survey team also sampled and pressed hundreds of seaweed samples.The samples are to be used by the Natural History Museum to create DNA profiles, the trust said.",1,xsum_human,"Professor Juliet Brodie of the Natural History Museum has been conducting surveys on the islands, which host roughly 30% of the 600 seaweed species native to UK waters. She noted that preliminary results indicated the seaweed flora remains largely consistent with the previous study from 1983. However, she also observed that certain non-native species, absent in the earlier survey, are now firmly established. This week-long research was a component of the Isles of Scilly Marine Biodiversity Project, managed by the Isles of Scilly Wildlife Trust for the past two years. Professor Brodie—who also led the 1983 survey—collaborated with a team of volunteers, including trust members. She explained the goal was to assess whether the seaweed flora had changed significantly since 1983. Early findings suggest that, despite worries over climate change and other environmental pressures, at least as many species persist. Yet, she highlighted that species such as wire weed and devil's tongue weed, both prominent invasive aliens from the Pacific, are also thriving. The survey team additionally collected and preserved hundreds of seaweed specimens. According to the trust, these samples will be utilized by the Natural History Museum to develop DNA profiles."
"Forbes Media – which includes Forbes magazine – was sold to Integrated Whale Media Investments for an undisclosed sum. The Forbes family said it would still have a minority stake in the company and remain involved in strategic decisions, signaling continuity amid ownership change. The deal marks the end of an era for the iconic business publication, founded in 1917 by B.C. Forbes and long stewarded by his descendants. Integrated Whale Media Investments, a Hong Kong-based holding company with ties to Chinese investors, has emphasized its commitment to preserving Forbes’ editorial independence and global brand integrity. Industry analysts note the sale reflects broader trends of legacy media outlets seeking international capital to navigate digital transformation. Forbes, known for its lists of billionaires and coverage of entrepreneurship, has expanded aggressively into licensing, events, and digital content in recent years. While financial terms were not disclosed, previous reports valued Forbes Media at over $400 million. The transaction is expected to close later this quarter, pending regulatory approvals.",0,news_qwen3-max,"Forbes Media, publisher of Forbes magazine, has been acquired by Integrated Whale Media Investments for an undisclosed amount. The Forbes family will retain a minority stake and continue to participate in strategic decisions, indicating a degree of continuity despite the change in ownership. This transaction concludes a significant chapter for the storied business publication, established in 1917 by B.C. Forbes and long managed by his heirs. Integrated Whale Media Investments, a Hong Kong-based holding company linked to Chinese investors, has stressed its dedication to upholding Forbes' editorial independence and the integrity of its global brand. Analysts observe that the sale is indicative of a wider pattern where traditional media companies pursue international investment to manage the shift to digital. Forbes, famous for its billionaire rankings and entrepreneurial reporting, has significantly grown its licensing, events, and digital content operations in recent times. Although the financial details were not revealed, earlier estimates placed Forbes Media's value above $400 million. The deal is anticipated to finalize later this quarter, subject to regulatory clearances."
"Christ on the Cross, painted by the Greek artist El Greco around 1600, will go on show at a £5.5m Spanish art, culture and research institute to be opened in Bishop Auckland.Granted planning permission last year, the gallery is set to open in 2018.The painting was recently bought by Auckland Castle.Stephen Deucher, director of the Art Fund which provided a grant of £377,000 towards the purchase, welcomed the announcement.He said: ""The acquisition of a major El Greco is always an important event, and the Art Fund is delighted this powerful - indeed monumental - painting will now be housed permanently in Britain and on display at Auckland Castle.""El Greco was born in Crete, but moved to Toledo, Spain in 1577, where he lived and worked until his death in 1614.Alongside Spanish fine art owned by castle chiefs, pieces will be loaned from international galleries and private collections.The adjoining former Barrington School is set to become a research and education centre focusing on 16th and 17th Century Spanish cultural works.Works from the late medieval period to the early 20th Century will also be exhibited.",1,xsum_human,"""Christ on the Cross,"" a work by the Greek painter El Greco from around 1600, will be displayed at a £5.5 million Spanish art, culture, and research institute opening in Bishop Auckland. Having received planning approval last year, the gallery is scheduled to open in 2018. The painting was recently acquired by Auckland Castle. Stephen Deucher, director of the Art Fund, which contributed £377,000 toward the purchase, praised the news. He remarked: ""Acquiring a significant El Greco is always noteworthy, and the Art Fund is pleased that this impactful—truly monumental—painting will now have a permanent home in Britain and be exhibited at Auckland Castle."" El Greco, born in Crete, relocated to Toledo, Spain in 1577, where he resided and created art until his death in 1614. Alongside Spanish fine art from the castle's holdings, items will be borrowed from international galleries and private collections. The adjacent former Barrington School will be transformed into a research and education center dedicated to 16th and 17th-century Spanish cultural works. Art from the late medieval era through the early 20th century will also be on view."
