col0,col1,col2,col3
"We discuss fermionic zero modes in the two-dimensional chiral p-wavesuperconductors. We show quite generally, that without fine-tuning, in amacroscopic sample there is only one or zero of such Majorana-fermion modesdepending only on whether the total vorticity of the order parameter is odd oreven, respectively. As a special case of this, we find explicitly the one zeromode localized on a single odd-vorticity vortex, and show that, in contrast,zero modes are absent for an even-vorticity vortex. One zero mode per oddvortex persists, within an exponential accuracy, for a collection ofwell-separated vortices, shifting to finite E or -E energies as two oddvortices approach. These results should be useful for the demonstration of thenon-Abelian statistics that such zero-mode vortices are expected to exhibit,and for their possible application in quantum computation.",1,arxiv_human,"We examine fermionic zero modes in two-dimensional chiral p-wave superconductors. We demonstrate generally that, without fine-tuning, a macroscopic sample contains either one or zero Majorana-fermion modes, determined solely by whether the total vorticity of the order parameter is odd or even. As a specific example, we explicitly identify a single zero mode bound to an odd-vorticity vortex, while showing that even-vorticity vortices lack such modes. One zero mode per odd vortex remains, with exponential precision, for a set of well-separated vortices, moving to finite energies ±E as two odd vortices come close. These findings should aid in demonstrating the non-Abelian statistics predicted for such zero-mode vortices and in their potential use for quantum computing."
"Predicting long-term outcome in schizophrenia. Prediction of 14- to 17-year outcome from symptoms present at admission and psychological and personality data was once heralded as a promising frontier in psychiatric prognosis. Yet decades of research reveal a disquieting truth: such predictions remain fraught with uncertainty and methodological bias. Early symptom profiles—particularly negative symptoms like avolition or blunted affect—are inconsistently linked to chronic disability, while so-called “favorable” personality traits often reflect clinician subjectivity rather than objective markers. Moreover, these models frequently neglect the profound influence of socioeconomic status, access to care, and systemic inequities that shape real-world trajectories far more decisively than baseline psychometrics. The illusion of clinical foresight risks justifying therapeutic nihilism or premature prognostic labeling, potentially curtailing recovery-oriented interventions. If psychiatry is to move beyond deterministic paradigms, it must abandon the seductive but flawed notion that admission data can reliably script a patient’s future",0,academic_qwen3-max,"Predicting long-term outcomes in schizophrenia. The ability to forecast 14- to 17-year trajectories from admission symptoms and psychological or personality data was once viewed as a promising advance in psychiatric prognosis. However, decades of investigation disclose an unsettling reality: such forecasts are still mired in uncertainty and methodological limitations. Initial symptom patterns—especially negative symptoms such as avolition or flattened affect—show inconsistent associations with enduring disability, while supposedly “favorable” personality characteristics often mirror clinician bias rather than objective indicators. Furthermore, these predictive models commonly overlook the substantial impact of socioeconomic standing, healthcare access, and structural inequalities, which influence real-world courses more powerfully than initial clinical measures. The mirage of clinical foresight risks fostering therapeutic pessimism or early diagnostic labeling, possibly hindering recovery-focused treatments. For psychiatry to progress past deterministic frameworks, it must relinquish the appealing yet defective idea that admission information can reliably map a patient’s future."
"KCC2, epileptiform synchronization, and epileptic disorders.The K+-Cl- co-transporter KCC2 is a neuron-specific, Cl- extruder that uses K+ gradient for maintaining low intracellular [Cl-]. It is indeed well established that sustaining an outwardly-directed electrochemical Cl- gradient across the neuronal membrane is fundamental for a proper function of postsynaptic GABAA receptor signaling. In particular, studies in the last two decades have shown that KCC2 activity is important to maintain a hyperpolarizing GABAergic neurotransmission. Conversely, low KCC2 activity should lead to depolarizing, and under specific conditions, excitatory GABAergic transmission. Not surprisingly given the critical role of KCC2 in regulating the inhibitory drive, alterations in its expression levels and activity are linked with epilepsy. Here, we will first summarize data regarding the role of KCC2 in epileptiform synchronization. Next, we will review evidence indicating that KCC2 expression and function are altered in chronic epileptic disorders, both in the developing and adult brain. We will also go through recent findings regarding the molecular mechanisms underlying the changes in KCC2 activity that occur following seizures. Finally, we will consider the modulation of KCC2 function as a potential, novel therapeutic target for the treatment of epileptic disorders.",1,pubmed_title_abstracts_2019_baseline_human,"KCC2, epileptiform synchronization, and epilepsy. The K+-Cl- cotransporter KCC2 is a neuron-specific chloride extruder that utilizes the K+ gradient to keep intracellular [Cl-] low. It is well recognized that maintaining an outward electrochemical Cl- gradient across neuronal membranes is essential for proper postsynaptic GABAA receptor signaling. Over the past twenty years, research has demonstrated that KCC2 activity is crucial for sustaining hyperpolarizing GABAergic neurotransmission. In contrast, reduced KCC2 activity can result in depolarizing and, in certain contexts, excitatory GABA transmission. Given KCC2's key role in regulating inhibition, it is unsurprising that changes in its expression and function are associated with epilepsy. This discussion will first outline KCC2's involvement in epileptiform synchronization. We will then examine evidence showing altered KCC2 expression and activity in chronic epileptic conditions, both in developing and mature brains. Additionally, we will cover recent insights into the molecular mechanisms behind seizure-induced changes in KCC2 function. Lastly, we will explore modulating KCC2 as a promising new therapeutic approach for treating epilepsy."
"Cone spherical metrics are conformal metrics with constant curvature one andfinitely many conical singularities on compact Riemann surfaces. A conespherical metric is called irreducible if each developing map of the metricdoes not have monodromy lying in ${\rm U(1)}$. We establish on compact Riemannsurfaces of positive genera a correspondence between irreducible cone sphericalmetrics with cone angles being integral multiples of $2\pi$ and line subbundlesof rank two stable vector bundles. Then we are motivated by it to prove atheorem of Lange-type that there always exists a stable extension of $L^*$ by$L$, for $L$ being a line bundle of negative degree on each compact Riemannsurface of genus greater than one. At last, as an application of these tworesults, we obtain a new class of irreducible spherical metrics with coneangles being integral multiples of $2\pi$ on each compact Riemann surface ofgenus greater than one",1,arxiv_human,"Cone spherical metrics are conformal metrics of constant curvature one with finitely many conical singularities on compact Riemann surfaces. An irreducible cone spherical metric is defined by the property that none of its developing maps have monodromy contained in ${\rm U(1)}$. On compact Riemann surfaces of positive genus, we establish a correspondence between such irreducible metrics, where all cone angles are integral multiples of $2\pi$, and rank two line subbundles of stable vector bundles. Inspired by this, we prove a Lange-type theorem: for any line bundle $L$ of negative degree on a compact Riemann surface of genus greater than one, there always exists a stable extension of $L^*$ by $L$. Finally, applying these two results, we derive a new family of irreducible spherical metrics with cone angles as integral multiples of $2\pi$ on every compact Riemann surface of genus greater than one."
"Risk of stroke in patients with mitral annulus calcification.63 patients with mitral annulus calcification (MAC) were followed for an average of 3.4 years. Two patients experienced TIA, both ipsilateral to a previous endarterectomy site, and IV-DSA demonstrated normal extracranial vessels. There were 3 strokes (5%), all fatal, but none could be attributed to embolism. Embolic stroke due to MAC is rare and difficult to prove due to coexistent atherosclerosis. Associated cardiac conditions such as atrial fibrillation, which might increase the risk of embolism, usually occur with MAC greater than or equal to 5 mm. In many patients, MAC may be better viewed as a marker of generalized calcific atherosclerosis rather than as an immediate embolic source.",1,pubmed_title_abstracts_2019_baseline_human,"Risk of stroke in individuals with mitral annulus calcification. Sixty-three patients with MAC were monitored over an average of 3.4 years. Two patients had TIAs, both on the same side as a prior endarterectomy, and IV-DSA showed normal extracranial arteries. Three strokes occurred (5%), all fatal, yet none were linked to embolism. Embolic stroke from MAC is uncommon and hard to confirm because of concurrent atherosclerosis. Related heart issues like atrial fibrillation, which could raise embolism risk, often accompany MAC measuring 5 mm or more. For many, MAC might more accurately indicate widespread calcific atherosclerosis instead of a direct embolic cause."
"A multi-ratio power transmission for a vehicle having a torque-converter or fluid coupling, the output of which can be selectively coupled by clutches to a larger or a smaller sun wheel of a planetary gear set having long planet pinions meshing with the larger sun wheel and short planet pinions meshing with the smaller sun wheel and an output annulus. The small sun pinion is disposed on the input side of the planetary gearing, and a direct drive from the input of the transmission is selectively engagable to drive the planet carrier of the planetary gear set for use in establishing a direct wholly mechanical overdrive ratio bypassing the fluid coupling or torque-converter.",1,big_patent_human,"A multi-ratio vehicle transmission with a torque-converter or fluid coupling, whose output can be selectively connected via clutches to either a larger or smaller sun gear of a planetary set. This set includes long planet gears engaging the larger sun gear and short planet gears engaging the smaller sun gear, along with an output ring gear. The smaller sun gear is positioned on the input side of the planetary system, and a direct drive from the transmission input can be selectively engaged to drive the planet carrier. This arrangement enables a fully mechanical overdrive ratio that bypasses the fluid coupling or torque-converter."
"A keyword dictionary is an associative array whose keys are strings. Recent applications handling massive keyword dictionaries in main memory have a need for a space-efficient implementation. As data-intensive systems—from search engines to real-time analytics platforms—scale to billions of entries, traditional hash tables and binary trees consume prohibitive amounts of memory. Researchers and engineers are now turning to compact data structures like succinct hash maps, compressed tries, and probabilistic filters such as Bloom filters to reduce memory overhead without sacrificing query performance. These innovations enable faster lookups and lower operational costs, particularly in cloud environments where memory translates directly into expense. A recent study from MIT’s CSAIL lab demonstrated a 60% reduction in memory usage using a novel encoding scheme that leverages key correlations and entropy compression. With the explosion of metadata-rich datasets across AI, cybersecurity, and genomics, efficient keyword dictionary implementations are no longer optional—they’re essential infrastructure for next-generation software.",0,academic_qwen3-max,"A keyword dictionary is an associative array with string keys. Modern applications that manage large keyword dictionaries in main memory require space-efficient implementations. As data-intensive systems—ranging from search engines to real-time analytics platforms—expand to billions of entries, conventional hash tables and binary trees use excessive memory. Developers and researchers are increasingly adopting compact data structures, such as succinct hash maps, compressed tries, and probabilistic filters like Bloom filters, to cut memory usage while preserving query speed. These advances allow quicker lookups and reduced operational expenses, especially in cloud settings where memory directly impacts cost. A recent MIT CSAIL study showed a 60% decrease in memory consumption through a new encoding method that exploits key correlations and entropy compression. Given the surge in metadata-heavy datasets in AI, cybersecurity, and genomics, efficient keyword dictionary implementations have become indispensable infrastructure for next-generation software."
"A method and apparatus for detecting the injection of a solvent borne sample into the injector port of a chromatograph having a carrier gas flow path for pressurizing the port. The gas pressure in a region adjacent the injector port is monitored. When vaporization of the solvent causes the carrier gas pressure to rise above the steady state value by a threshold amount, a control signal is generated which serves as an accurate time reference for the moment of sample injection into the injector port. The carrier gas pressure is monitored by time averaging the instantaneous carrier gas pressure and differentially sensing the instantaneous carrier gas pressure and the time averaged instantaneous carrier gas pressure. The time averaging is preferably done by flow restricting the carrier gas and accumulating the flow restricted carrier gas in a chamber.",1,big_patent_human,"A method and apparatus for identifying the introduction of a solvent-based sample into the injector port of a chromatograph, which includes a carrier gas flow path to pressurize the port. The gas pressure near the injector port is observed. As solvent vaporization increases the carrier gas pressure beyond the steady state level by a set threshold, a control signal is produced, providing a precise time reference for the sample injection moment. The carrier gas pressure is tracked by averaging the instantaneous pressure over time and comparing it with the instantaneous pressure through differential sensing. Time averaging is achieved by restricting the carrier gas flow and collecting the restricted flow in a chamber."
"Following an insight of Kontsevich, we prove that the quotient of Voevodsky'scategory of geometric mixed motives DM by the endofunctor -Q(1)[2] embedsfully-faithfully into Kontsevich's category of noncommutative mixed motivesKMM. We show also that this embedding is compatible with the one between puremotives. As an application, we obtain a precise relation between the Picardgroups Pic(-), the Grothendieck groups, the Schur-finitenss, and theKimura-finitenss of the categories DM and KMM. In particular, the quotient ofPic(DM) by the subgroup of Tate twists Q(i)[2i] injects into Pic(KMM). Alongthe way, we relate KMM with Morel-Voevodsky's stable A1-homotopy category,recover the twisted algebraic K-theory of Kahn-Levine from KMM, and extendElmendorf-Mandell's foundational work on multicategories to a broader setting.",1,arxiv_human,"Building on Kontsevich's insight, we establish a full-faithful embedding of Voevodsky's geometric mixed motives DM, modulo the endofunctor -Q(1)[2], into Kontsevich's noncommutative mixed motives KMM. This embedding is shown to align with the one for pure motives. Consequently, we derive precise connections between the Picard groups Pic(-), Grothendieck groups, Schur-finiteness, and Kimura-finiteness in DM and KMM. Specifically, the quotient of Pic(DM) by the Tate twists Q(i)[2i] injects into Pic(KMM). Our approach also links KMM to Morel-Voevodsky's stable A1-homotopy category, recovers Kahn-Levine's twisted algebraic K-theory from KMM, and generalizes Elmendorf-Mandell's multicategory framework to a wider context."
"A sleeve bearing is described which is useful for carrying the rotating propeller shaft of watercraft, as well as for various industrial purposes. The sleeve, typically constructed from wear-resistant materials such as bronze, polymer composites, or specialized alloys, provides a low-friction interface that supports radial loads while minimizing maintenance and corrosion—critical in marine environments. Unlike ball or roller bearings, sleeve bearings operate with a sliding motion, offering quieter performance and greater tolerance to misalignment and shock loading. Recent advancements have integrated self-lubricating properties and water-lubricated designs, eliminating the need for oil-based systems that pose environmental risks. Engineers note their growing adoption in both commercial shipping and renewable energy applications, such as tidal turbines, where reliability and durability are paramount. Industry experts anticipate continued innovation in material science will further enhance efficiency and lifespan, solidifying the sleeve bearing’s role as a cornerstone component in rotating machinery across sectors.",0,academic_qwen3-max,"A sleeve bearing is detailed that serves to support the rotating propeller shaft of watercraft, alongside numerous industrial applications. Typically fabricated from durable materials like bronze, polymer composites, or specialized alloys, the sleeve offers a low-friction surface that bears radial loads while reducing maintenance and corrosion—essential in marine settings. In contrast to ball or roller bearings, sleeve bearings function through a sliding action, delivering quieter operation and improved tolerance for misalignment and shock loads. Modern developments have incorporated self-lubricating features and water-lubricated configurations, removing the requirement for oil-based systems that present environmental hazards. Engineers observe increasing use in commercial shipping and renewable energy uses, such as tidal turbines, where dependability and longevity are crucial. Specialists predict ongoing progress in materials science will boost performance and service life, reinforcing the sleeve bearing's position as a fundamental element in rotating equipment across industries."
"A running shoe has an outer sole surface contoured uninterruptedly from a mid-sole landing zone to a relieved or negative heel at the rear and an upturned toe-off zone at the front to induce a rolling motion along the sole during the running stride. The shoe includes a shoe shell with a relatively incompressible outer sole structure and an internal suspension member compliant to the foot and formed of relatively compressible material formed to conform with the shoe shell. The method of manufacturing the shoe includes the steps of making a positive casting reflecting the weight bearing condition of the runner&#39;s foot or feet, and conforming the suspension member to the casting. The method also includes forming the outer shoe shells with curved outer soles and inserting the suspension members to complete the shoes.",1,big_patent_human,"A running shoe features an outer sole surface that curves continuously from a mid-sole landing area to a recessed or negative heel at the back and a raised toe-off section at the front, promoting a rolling motion along the sole during running. The design incorporates a shoe shell with a largely rigid outer sole structure and an internal suspension component that adapts to the foot, made from more compressible material shaped to fit within the shell. The manufacturing process involves creating a positive mold that captures the weight-bearing state of the runner's foot or feet, then shaping the suspension member to this mold. Additionally, the method includes forming the outer shoe shells with curved outer soles and installing the suspension members to assemble the final shoes."
"The recent introduction of indefinite SVM by Luss and d’Aspremont [15] has effectively demonstrated SVM classification with a non-positive semi-definite kernel—a move that boldly challenges the long-held assumptions underpinning traditional support vector machines. To me, this feels less like a mere technical tweak and more like a quiet rebellion against the rigid mathematical dogma that has governed kernel methods for decades. By embracing indefiniteness, the authors open the door to richer, more flexible similarity measures that better reflect real-world data complexities. I find it exhilarating how their approach sidesteps the need for cumbersome workarounds like kernel approximation or embedding into pseudo-Euclidean spaces. Instead, they confront the indefiniteness head-on, yielding a formulation that’s not only theoretically sound but also practically viable. While skeptics may balk at straying from positive semi-definiteness, I see this as a necessary evolution—one that acknowledges the messy, nuanced nature of modern datasets. If machine learning is to",0,academic_qwen3-max,"The recent development of indefinite SVM by Luss and d’Aspremont [15] convincingly shows SVM classification using a non-positive semi-definite kernel—a step that directly confronts the long-standing assumptions at the foundation of traditional support vector machines. To me, this seems not just a minor technical adjustment but rather a subtle revolt against the strict mathematical principles that have dictated kernel methods for many years. By accepting indefiniteness, the authors enable more diverse and adaptable similarity measures that more accurately capture the intricacies of real-world data. I am excited by how their method avoids the need for unwieldy alternatives such as kernel approximation or projection into pseudo-Euclidean spaces. Instead, they tackle the indefiniteness directly, producing a framework that is both theoretically robust and practically useful. Although some may hesitate to depart from positive semi-definiteness, I view this as an essential progression—one that recognizes the complex, subtle character of contemporary datasets. If machine learning is to"
